,stat_field,unique_value,count
603,gmu_name,Cathedral Bluffs Tongue of the Wasatch Formation,54
604,gmu_name,Cedar Mesa Sandstone,2
605,gmu_name,Cedar Mountain Formation,1
606,gmu_name,Cedar Mountain Formation and Morrison Formation,1
607,gmu_name,Cedar Mountain and Morrison Formations,2
608,gmu_name,Cenozoic volcanic rocks,2
609,gmu_name,"Cerro Conejo Member of the ""Middle red"" formation",1
610,gmu_name,Chadron Formation,1
611,gmu_name,Chalk Creek Member of Hale (1960),5
612,gmu_name,"Challis Volcanics, dacitic and rhyodacitic lava",1
613,gmu_name,"Challis Volcanics, sedimentary and volcanic rocks",1
614,gmu_name,Chanute Formation,1
615,gmu_name,Chase Group,8
616,gmu_name,"Cherokee Group - Cabaniss Subgroup, Krebs Subgroup",7
617,gmu_name,Chickasha Formation,3
618,gmu_name,Chimney Rock Tongue of Hale (1950),5
619,gmu_name,China Butte Member of the Fort Union Formation,4
620,gmu_name,Chinle And State Bridge Fms,3
621,gmu_name,Chinle Formation,100
622,gmu_name,Chinle Group,8
623,gmu_name,Chinle Shale and Shinarump Conglomerate Member,10
624,gmu_name,"Chinle, Moenkopi, and Park City Fms",1
625,gmu_name,Chugwater Formation or Group,6
626,gmu_name,Chugwater Group,2
627,gmu_name,Chugwater Group and Goose Egg Formation undivided,5
628,gmu_name,Chugwater Group undivided,2
629,gmu_name,Chugwater and Dinwoody Formations,48
630,gmu_name,Chugwater and Goose Egg Formations,6
631,gmu_name,Chugwater and Goose Egg formations undivided,1
632,gmu_name,Chuska Sandstone,5
633,gmu_name,Citronelle Formation,21
634,gmu_name,Citronelle formation,1
635,gmu_name,Claggett Formation,230
636,gmu_name,Claiborne Group; Gosport Sand and Lisbon Formation undifferentiated in part,46
637,gmu_name,Claiborne Group; Tallahatta Formation,11
638,gmu_name,Claiborne/Jackson Group; Residuum,1
639,gmu_name,"Claron Formation, pink member",3
640,gmu_name,Cliff House Sandstone,64
641,gmu_name,Cloud Chief Formation,22
642,gmu_name,Cloverly Formation,3
643,gmu_name,Cloverly and Morrison Formations or Inyan Kara Group,52
644,gmu_name,Cloverly and Morrison Formations undivided,6
645,gmu_name,Cloverly and Morrison formations undivided,10
646,gmu_name,"Cloverly and Morrison formations, undivided",10
647,gmu_name,"Cloverly, Morrison, Sundance, and Gypsum Spring Formations",9
648,gmu_name,"Cloverly, Morrison, and Sundance Formations",17
649,gmu_name,"Cloverly, Morrison, and Sundance Formations undivided",4
650,gmu_name,Coalesced alluvial fan deposits,4
651,gmu_name,Coalesced alluvial-fan deposits,3
652,gmu_name,Coalmont Fm,81
653,gmu_name,Coalmont Formation,1
654,gmu_name,Cody Shale,1434
655,gmu_name,"Cody Shale, upper member",2
656,gmu_name,Cody and Frontier Formations,1
657,gmu_name,Coffeyville and Checkerboard Formations or Checkerboard Limestone,1
658,gmu_name,Coffeyville or Francis Formation (restricted),1
659,gmu_name,Cokedale Formation,1
660,gmu_name,Cokeville Formation,2
661,gmu_name,Coldwater Shale,3
662,gmu_name,Colgate Member of Fox Hills Formation,28
663,gmu_name,Colluvial deposits,9
664,gmu_name,Colluvium,38
665,gmu_name,Colluvium ,14
666,gmu_name,"Colluvium and alluvium, undivided",3
667,gmu_name,Colluvium and slope wash,6
668,gmu_name,Colorado Group,11
669,gmu_name,Colton Formation,3
670,gmu_name,Columbia River Basalt Group; Grande Ronde Basalt; Member of Wapshilla Ridge,1
671,gmu_name,Columbus Limestone,1
672,gmu_name,Cone Member of Marias River Formation,11
673,gmu_name,Conemaugh Group,2
674,gmu_name,Conglomerate,2
675,gmu_name,Conglomerate beds,2
676,gmu_name,Conglomerate dominant of Wasatch Formation,2
677,gmu_name,"Conglomerate, lacustrine, and tuffaceous sedimentary rocks",3
678,gmu_name,Cook Mountain Formation,1
679,gmu_name,Cotter and Jefferson City Dolomites,2
680,gmu_name,Council Grove Group,9
681,gmu_name,Cretaceous sedimentary rocks,1
682,gmu_name,Cretaceous to Late Jurassic sedimentary rocks with minor volcanic rocks,1
683,gmu_name,Crevasse Canyon Formation,43
684,gmu_name,Crooks Gap Conglomerate,25
685,gmu_name,Cuchara Fm,11
686,gmu_name,Curtis Formation,4
687,gmu_name,Cutler Fm,3
688,gmu_name,Cutler Formation,7
689,gmu_name,Cutler Group,49
690,gmu_name,Dakota Formation,2
691,gmu_name,Dakota Group,2
692,gmu_name,Dakota Sandstone,18
693,gmu_name,Dakota Sandstone and Burro Canyon Fm,229
694,gmu_name,Dakota Sandstone and Cedar Mountain Formation,12
695,gmu_name,"Dakota Sandstone and Cedar Mountain Formation, undivided",1
696,gmu_name,Dakota Sandstone and Purgatoire Fm,85
697,gmu_name,Dakota Sandstone or Group,4
698,gmu_name,Dakota Ss and Cedar Mtn. or Burro Canyon Formations,180
699,gmu_name,Dakota and Morrison Fms,1
700,gmu_name,Dawson Formation and Arapahoe Formation,19
701,gmu_name,Deese Group,2
702,gmu_name,Denver And Arapahoe Formations,1
703,gmu_name,Denver Fm or lower part of Dawson Arkose,219
704,gmu_name,Denver Formation,16
705,gmu_name,Deposits of Lake Bonneville,1
706,gmu_name,"Devils Glen Dolomite, Switchback Shale, Steamboat Limestone, Pentagon Shale, Pagoda Limestone, Dearborn Limestone, Damnation Limestone, Gordon Shale, and Flathead Sandstone, undivided",2
707,gmu_name,Dewey Bridge Member of Carmel Formation,2
708,gmu_name,Deweyville Formation,8
709,gmu_name,Dexter Member of Woodbine Formation,1
710,gmu_name,Diorite,1
711,gmu_name,Dockum Group,3
712,gmu_name,"Dockum Group, undivided",1
713,gmu_name,Dog Creek Shale,14
714,gmu_name,Dolores Fm,3
715,gmu_name,Douglas Creek Member of Green River Formation,36
716,gmu_name,Douglas Creek Member of the Green River Formation,27
717,gmu_name,Douglas Creek Member upper tongue of the Green River Formation,2
718,gmu_name,Douglas Group,32
719,gmu_name,Doxey Formation or Doxey Shale,8
720,gmu_name,Drift,1
721,gmu_name,Dry Gulch Member of Duchesne River Formation,8
722,gmu_name,Dry Gulch Member of the Duchesne River Formation,49
723,gmu_name,Dry Hollow Member of Hale (1960),1
724,gmu_name,"Duchesne River Formation, undivided",49
725,gmu_name,Duncan Sandstone,12
726,gmu_name,Dune Sand,38
727,gmu_name,Dune sand and loess,186
728,gmu_name,Dune sand and sand sheet deposits,1
729,gmu_name,Eagle Formation,169
730,gmu_name,Eagle Valley Fm - evaporitic facies,5
731,gmu_name,Eagle and Telegraph Creek Formations,31
732,gmu_name,Early Pleistocene to latest Pliocene surficial deposits,15
733,gmu_name,Early Tertiary to Late Cretaceous granitic rocks,2
734,gmu_name,Echo Canyon Conglomerate,1
735,gmu_name,Ekalaka Member of Fort Union Formation,6
736,gmu_name,El Reno Group,2
737,gmu_name,Elk City Sandstone,8
738,gmu_name,"Ellis Group: Swift, Rierdon, and Piper or Sawtooth Formations; not all formations present at all locations",5
739,gmu_name,Ellsworth Shale,1
740,gmu_name,Emery Sandstone Member of Mancos Shale,1
741,gmu_name,Entrada Sandstone,5
742,gmu_name,Eolian Deposits,20
743,gmu_name,Eolian and piedmont deposits,3
744,gmu_name,Eolian deposits,3077
745,gmu_name,Eolian sand,3
746,gmu_name,Eolian sand (active),67
747,gmu_name,"Eolian sand and slope-wash alluvium, undivided",4
748,gmu_name,Eolian sand unit two,2
749,gmu_name,Eolian sand-sheet deposits,2
750,gmu_name,"Eolium (Windblown Clay, Silt (Loess), Sand And Granules)",352
751,gmu_name,Ericson Sandstone,2
752,gmu_name,Ericson Sandstone of Mesaverde Group,3
753,gmu_name,Eutaw formation,2
754,gmu_name,Evacuation Creek Member of the Green River Formation,215
755,gmu_name,Evaporite beds of Verde Formation,3
756,gmu_name,Fairmont Shale,2
757,gmu_name,Fall River Formation,37
758,gmu_name,Fanglomerate,3
759,gmu_name,Farrer Formation,10
760,gmu_name,Felsic phaneritic intrusive rocks,3
761,gmu_name,Felsic volcanic rock,3
762,gmu_name,Ferdig Member of Marias River Formation,26
763,gmu_name,Ferdig and Cone Members of Marias River Formation,4
764,gmu_name,Ferris Formation,3
765,gmu_name,Ferron Sandstone Member of Mancos Shale,8
766,gmu_name,Ferron Sandstone Member of the Mancos Shale,1
767,gmu_name,Fine-grained alluvial fan deposits,1
768,gmu_name,Fine-grained lacustrine deposits,3
769,gmu_name,Fine-grained lacustrine deposits over basalt of Beaver Ridge,2
770,gmu_name,Fine-grained lacustrine deposits over basalt of Black Rock,1
771,gmu_name,Flagstaff Limestone,8
772,gmu_name,Flagstaff Limestone and North Horn Formation,1
773,gmu_name,"Flagstaff Limestone and North Horn Formation, undivided",2
774,gmu_name,Flagstaff Member of Green River Formation and North Horn Formation,2
775,gmu_name,Fleming Formation,1
776,gmu_name,Flood Member of Blackleaf Formation,2
777,gmu_name,Flood-plain alluvium,1
778,gmu_name,Flood-plain deposits,1
779,gmu_name,Floweree Member of Marias River Formation,7
780,gmu_name,Flowerpot Shale,9
781,gmu_name,Fluvial and lake sediment,2
782,gmu_name,"Flysch and quartzite, Kandik Group and equivalents",2
783,gmu_name,Fontenelle Tongue,2
784,gmu_name,"Foreland Basin Assemblage - Shale, siltstone, sandstone, and conglomerate",2
785,gmu_name,"Foreland Basin Assemblage - Siltstone, limestone, shale, and sandstone",3
786,gmu_name,Forest Hill formation and Red Bluff clay,2
787,gmu_name,Fort Union Fm,25
788,gmu_name,Fort Union Formation,455
789,gmu_name,Fort Union Formation - Lebo Member,26
790,gmu_name,Fort Union Formation - Tongue River Member,25
791,gmu_name,Fort Union Formation - Tullock Member,41
792,gmu_name,Fort Union Formation undivided,7
793,gmu_name,"Fort Union Formation, Lebo Member",1
794,gmu_name,"Fort Union Formation, Linley Conglomerate",2
795,gmu_name,"Fort Union Formation, Tongue River Member",27
796,gmu_name,"Fort Union Formation, Tullock Member",24
797,gmu_name,"Fort Union Formation, undivided",2
798,gmu_name,Fossil Butte Member,19
799,gmu_name,Fountain Fm,1
800,gmu_name,Fowkes Formation,17
801,gmu_name,Fowkes Formation?,1
802,gmu_name,Fox Hills Formation,889
803,gmu_name,Fox Hills Sandstone,623
804,gmu_name,Fox Hills Sandstone and Bearpaw Shale,1
805,gmu_name,Fox Hills Sandstone and Bearpaw Shale undivided,12
806,gmu_name,Fox Hills Sandstone and Lewis Shale,9
807,gmu_name,"Fox Hills Sandstone and upper part of the Lewis Shale, and Dad Sandstone Member of the Lewis Shale, undivided",10
808,gmu_name,Frontier Formation,316
809,gmu_name,Frontier Formation and Mowry and Thermopolis Shales,84
810,gmu_name,"Frontier Sandstone and Mowry Shale Members of Mancos Shale, and Dakota Sandstone",9
811,gmu_name,Fuson Shale,3
812,gmu_name,Gallup Sandstone,15
813,gmu_name,Gammon Ferruginous Member,26
814,gmu_name,Gammon Ferruginous Member of the Pierre Shale,14
815,gmu_name,Gammon Formation,15
816,gmu_name,Gannett Group,12
817,gmu_name,Garber Sandstone,6
818,gmu_name,Garden Gulch Member of the Green River Formation,2
819,gmu_name,Garnet-biotite-quartz-feldspar gneiss,3
820,gmu_name,Glacial deposit,17
821,gmu_name,Glacial deposits,43
822,gmu_name,Glacial drift,28
823,gmu_name,Glacial moraine deposits,10
824,gmu_name,Glacial outwash deposits,1
825,gmu_name,Glacial outwash deposits of Bull Lake age,11
826,gmu_name,Glacial outwash deposits of Pinedale age,5
827,gmu_name,Glacial outwash deposits of pre-Bull Lake age,79
828,gmu_name,"Glacial outwash, undivided",2
829,gmu_name,Glacial till,1
830,gmu_name,Glen Canyon Group,115
831,gmu_name,Glen Canyon Group and Chinle Fm,11
832,gmu_name,Glen Canyon Sandstone,8
833,gmu_name,Glen Rose Formation,2
834,gmu_name,Golden Valley Formation,68
835,gmu_name,Goldens Ranch Formation,2
836,gmu_name,Goose Egg Formation,7
837,gmu_name,Graneros Shale,3
838,gmu_name,Granite,1
839,gmu_name,Granite gneiss,1
840,gmu_name,Granite of Salisbury Plutonic Suite,17
841,gmu_name,Granitic conglomerate above or in upper part of Wasatch Formation,1
842,gmu_name,Granitic intrusion,1
843,gmu_name,Granitic rocks,1
844,gmu_name,Granitic rocks of 1400-m.y. age group,3
845,gmu_name,"Granitic rocks of 2,600-Ma Age Group",21
846,gmu_name,Gravel,618
847,gmu_name,Gravel covered terrace,7
848,gmu_name,Gravel deposits,2
849,gmu_name,"Gravel, pediment, and fan deposits",445
850,gmu_name,Gravels and alluviums,434
851,gmu_name,Green River Fm--Laney Member,34
852,gmu_name,Green River Fm--Lower Part,16
853,gmu_name,Green River Fm--Luman Tongue,79
854,gmu_name,Green River Fm--Parachute Creek Member,12
855,gmu_name,Green River Fm--Tipton Tongue,16
856,gmu_name,Green River Foramation,3
857,gmu_name,Green River Formation,15
858,gmu_name,Green River Formation - Laney Member,233
859,gmu_name,Green River Formation - Luman Tongue,30
860,gmu_name,Green River Formation - Tipton Shale Member or Tongue,24
861,gmu_name,Green River Formation - Wilkins Peak Member,19
862,gmu_name,Green River Formation - Wilkins Peak Member and Tipton Shale member or Tongue,7
863,gmu_name,"Green River Formation, middle member",4
864,gmu_name,"Green River Formation, upper member",3
865,gmu_name,Green River and Wasatch Formations,18
866,gmu_name,Green River-Wasatch Formations transition zone,2
867,gmu_name,"Green Valley and Tassajara Formations of Conduit (1938), undivided",1
868,gmu_name,Greenhorn Formation,28
869,gmu_name,Greenhorn Limestone,1
870,gmu_name,Greenhorn and Belle Fourche Formations,1
871,gmu_name,Greyson Formation,2
872,gmu_name,Groat Sandstone Bed (in the Gammon Ferruginous Member) of the Pierre Shale,1
873,gmu_name,Groat sandstone bed of Pierre Formation,1
874,gmu_name,Gypsiferous eolian deposits,5
875,gmu_name,Gypsiferous unit of Winsor Member of Carmel Formation,2
876,gmu_name,Gypsum Spring Formation,3
877,gmu_name,Gypsum Spring Formation and Nugget Sandstone,3
878,gmu_name,Gypsum Spring and Chugwater formations undivided,1
879,gmu_name,Hams Fork Conglomerate Member,1
880,gmu_name,Hams Fork Member of the Evanston Formation,3
881,gmu_name,Hanna Formation,28
882,gmu_name,Harney Basin Volcanic Field; Rattlesnake Ashflow Tuff,1
883,gmu_name,Harrisburg Member,3
884,gmu_name,Harrisburg Member of Kaibab Formation,1
885,gmu_name,Hartshorne Sandstone,1
886,gmu_name,Hartt Cabin Bed of Laney Member,34
887,gmu_name,"Hartville Formation, division 1",1
888,gmu_name,Haystack Mountains Formation,1
889,gmu_name,Heath Formation,2
890,gmu_name,Helena Formation,1
891,gmu_name,"Helena Formation and Wallace Formation, undivided",3
892,gmu_name,Hell Creek Formation,911
893,gmu_name,Hell Creek and Fox Hills Formations,7
894,gmu_name,Hermit Shale,2
895,gmu_name,Hermosa Fm,4
896,gmu_name,High gravel deposits,1
897,gmu_name,High terrace deposits,2
898,gmu_name,High-level terrace gravel,1
899,gmu_name,Hilliard Shale,4
900,gmu_name,Hinshaw Member of Smith (1965),3
901,gmu_name,Hoback Formation,2
902,gmu_name,Holocene river alluvium,1
903,gmu_name,Holocene surficial deposits,26
904,gmu_name,Holocene to middle Pliocene basaltic rocks,6
905,gmu_name,Honaker Trail Formation,2
906,gmu_name,Hornblende-plagioclase gneiss and amphibolite,1
907,gmu_name,Horsethief Formation,4
908,gmu_name,Hosta Tongue of Point Lookout Sandstone,8
909,gmu_name,"Hot spring travertine, sinter, and tufa",1
910,gmu_name,Hualapai Limestone,1
911,gmu_name,Huerfano Fm,1
912,gmu_name,Hulett Sandstone Member of the Sundance Formation,2
913,gmu_name,Hunter Canyon Formation of the Mesaverde Group,39
914,gmu_name,Hygiene Sandstone Member of the Pierre Shale,1
915,gmu_name,Ice Point Conglomerate,1
916,gmu_name,Iles Fm,86
917,gmu_name,Index Batholith,1
918,gmu_name,Indian Meadows Formation,1
919,gmu_name,Intermediate Terraces,1
920,gmu_name,Intermediate-age alluvium,1
921,gmu_name,Intertongued Mancos Shale and Dakota Sandstone of west-central New Mexico,4
922,gmu_name,Intra-ash flow andesitic lavas,14
923,gmu_name,Intrusive rocks,3
924,gmu_name,Inyan Kara Group,11
925,gmu_name,Iron Springs Formation of Cedar City Area (Tropic Shale and Dakota Sandstone),1
926,gmu_name,Iron Springs Formation of Cedar City Area (Wahweap Ss and Straight Cliffs Fm),56
927,gmu_name,"Isom Fm, Needles Range Fm, Escalante Desert Fm, Sawtooth Peak Fm, and Tunnel Springs Tuff",1
928,gmu_name,Jack Creek Quartzite,5
929,gmu_name,Jackson Group undifferentiated,8
930,gmu_name,"Jackson Group, undivided",27
931,gmu_name,Jelm Formation,1
932,gmu_name,John Day/Clarno Group; Clarno Formation,1
933,gmu_name,Judith River Formation,583
934,gmu_name,"Judith River Formation through Eagle Sandstone, undivided",1
935,gmu_name,Judith River and Claggett Formations,2
936,gmu_name,Kaibab Formation,40
937,gmu_name,"Kaibab Formation, undivided",2
938,gmu_name,Kansas City Group,4
939,gmu_name,Kara Bentonite Member of the Pierre Shale,3
940,gmu_name,Kau Basalt,1
941,gmu_name,"Kayenta Fm, Wingate Sandstone, and Chinle Fm",3
942,gmu_name,Kayenta Formation,33
943,gmu_name,Keasey-Alsea Group; Keasey Formation,9
944,gmu_name,Kevin Member of Marias River Formation,274
945,gmu_name,Kiamichi Formation,2
946,gmu_name,Kibbey Formation,1
947,gmu_name,Kingsbury Member,1
948,gmu_name,Kinney Rim Member,13
949,gmu_name,Kiowa Shale and Cheyenne Sandstone,1
950,gmu_name,Kirtland Shale and Fruitland Fm,14
951,gmu_name,Kirtland and Fruitland Formations,140
952,gmu_name,Kootenai Formation,21
953,gmu_name,La Barge Member,5
954,gmu_name,LaCled Bed of Laney Member,12
955,gmu_name,"Lacustrine and alluvial deposits, undivided",1
956,gmu_name,Lacustrine and playa-lake deposits,5
957,gmu_name,Lacustrine sand,1
958,gmu_name,"Lahar, breccia, and tuff of Keetley Volcanics",1
959,gmu_name,Lake Bonneville deposits,15
960,gmu_name,Lake sediments,10
961,gmu_name,Lake sediments; ephemeral lake deposits,5
962,gmu_name,Lakota Formation,6
963,gmu_name,Lance Fm,14
964,gmu_name,Lance Formation,1304
965,gmu_name,Lance Formation and Fox Hills Sandstone undivided,2
966,gmu_name,"Lance Formation, Fox Hills Sandstone, Meeteetse Formation, and Bearpaw and Lewis Shales",20
967,gmu_name,Lance and Fox Hill Formations undivided,2
968,gmu_name,Lance and Meeteetse Formations and Lewis Shale combined,21
969,gmu_name,Lance and Meeteetse formations undivided,1
970,gmu_name,Landslide and talus deposits,3
971,gmu_name,Landslide debris,2
972,gmu_name,Landslide deposits,123
973,gmu_name,Landslide deposits and colluvium,2
974,gmu_name,"Landslide deposits, talus deposits",4
975,gmu_name,Landslides,2
976,gmu_name,Laney Member of Green River Formation,32
977,gmu_name,Laney Member of the Green River Formation,40
978,gmu_name,"Laney Member, Green River Formation",1
